 20220524-001346,[command] python main_xdeepfm.py,[exp_id] xDeepFM_criteo_x4,[dataset_id] criteo_x4,[train] N.A.,[val] logloss: 0.471418 - AUC: 0.729040,[test] logloss: 0.461247 - AUC: 0.734610
 20220525-015817,[command] python main_xdeepfm.py,[exp_id] xDeepFM_criteo_x4,[dataset_id] criteo_x4,[train] N.A.,[val] logloss: 0.471418 - AUC: 0.729040,[test] logloss: 0.461247 - AUC: 0.734610
